Provider,TotalClaims,UniqueBeneficiaries,UniquePhysicians,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,IPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_mean,ChronicCond_Alzheimer_mean,ChronicCond_Heartfailure_mean,ChronicCond_KidneyDisease_mean,ChronicCond_Cancer_mean,ChronicCond_ObstrPulmonary_mean,ChronicCond_Depression_mean,ChronicCond_Diabetes_mean,ChronicCond_IschemicHeart_mean,ChronicCond_Osteoporasis_mean,ChronicCond_rheumatoidarthritis_mean,ChronicCond_stroke_mean,RenalDiseaseIndicator_mean,PotentialFraud,PotentialFraud_Encoded
PRV54906,22,22,14,127150,5779.545454545455,12292.602296182904,8544.0,388.3636363636364,12.0,12.0,6710.454545454545,2218.181818181818,0.5,0.6363636363636364,0.3181818181818182,0.22727272727272727,0.3181818181818182,0.5,0.9090909090909091,0.7727272727272727,0.36363636363636365,0.3181818181818182,0.09090909090909091,0.13636363636363635,No,0
PRV54907,170,120,22,59920,352.47058823529414,727.3090646081556,520.0,3.0588235294117645,11.994117647058824,11.929411764705883,3445.9411764705883,3015.0,0.43529411764705883,0.6529411764705882,0.4411764705882353,0.14705882352941177,0.3176470588235294,0.4588235294117647,0.7588235294117647,0.7941176470588235,0.31176470588235294,0.3058823529411765,0.07058823529411765,0.19411764705882353,No,0
PRV54908,115,109,41,34230,297.6521739130435,631.8301604386811,100.0,0.8695652173913043,12.0,11.895652173913044,4292.260869565217,2558.521739130435,0.34782608695652173,0.6260869565217392,0.4434782608695652,0.06956521739130435,0.21739130434782608,0.4260869565217391,0.6521739130434783,0.7217391304347827,0.28695652173913044,0.28695652173913044,0.06086956521739131,0.23478260869565218,No,0
PRV54909,27,27,22,89860,3328.1481481481483,5201.283892564808,7476.0,287.53846153846155,12.0,12.0,6161.111111111111,1548.888888888889,0.3333333333333333,0.5925925925925926,0.37037037037037035,0.18518518518518517,0.3333333333333333,0.37037037037037035,0.5925925925925926,0.7407407407407407,0.25925925925925924,0.4444444444444444,0.14814814814814814,0.14814814814814814,No,0
PRV54910,215,152,69,80880,376.1860465116279,1068.7460390878987,3314.0,15.413953488372092,12.0,12.0,3446.093023255814,2438.4186046511627,0.4604651162790698,0.627906976744186,0.4558139534883721,0.20465116279069767,0.22790697674418606,0.3488372093023256,0.641860465116279,0.7581395348837209,0.28837209302325584,0.25116279069767444,0.10232558139534884,0.22325581395348837,No,0
PRV54911,85,82,35,25520,300.2352941176471,572.2948300911162,270.0,3.176470588235294,11.717647058823529,11.870588235294118,4229.176470588235,2227.176470588235,0.32941176470588235,0.5764705882352941,0.35294117647058826,0.1411764705882353,0.3176470588235294,0.43529411764705883,0.6588235294117647,0.7058823529411765,0.23529411764705882,0.2235294117647059,0.058823529411764705,0.18823529411764706,No,0
PRV54914,402,220,14,212930,529.6766169154229,1888.7505653619564,16172.0,40.22885572139303,11.940298507462687,11.860696517412935,3781.5671641791046,2031.1194029850747,0.42039800995024873,0.5696517412935324,0.43781094527363185,0.13681592039800994,0.31343283582089554,0.3756218905472637,0.7139303482587065,0.753731343283582,0.30597014925373134,0.2736318407960199,0.07960199004975124,0.24378109452736318,No,0
PRV54916,107,99,13,183750,1717.2897196261683,5891.948546908877,17348.0,162.13084112149534,12.0,11.88785046728972,5728.785046728972,1643.3644859813085,0.3644859813084112,0.6355140186915887,0.40186915887850466,0.08411214953271028,0.2897196261682243,0.4485981308411215,0.719626168224299,0.7850467289719626,0.34579439252336447,0.3177570093457944,0.08411214953271028,0.21495327102803738,No,0
PRV54917,37,36,5,112450,3039.189189189189,4293.281170994185,16030.0,433.2432432432432,12.0,12.0,5863.783783783784,2273.7837837837837,0.4594594594594595,0.5945945945945946,0.4864864864864865,0.21621621621621623,0.2972972972972973,0.5405405405405406,0.7297297297297297,0.8108108108108109,0.35135135135135137,0.2702702702702703,0.02702702702702703,0.24324324324324326,No,0
PRV54918,166,139,50,874860,5270.240963855422,10833.607471690833,76068.0,458.2409638554217,11.855421686746988,11.987951807228916,9723.674698795181,2181.6867469879517,0.45180722891566266,0.6204819277108434,0.41566265060240964,0.13253012048192772,0.42771084337349397,0.42168674698795183,0.6807228915662651,0.8132530120481928,0.3674698795180723,0.3855421686746988,0.08433734939759036,0.16265060240963855,Yes,1
PRV54919,178,155,40,66770,375.1123595505618,1192.3448098163958,4402.0,24.730337078651687,11.865168539325843,11.932584269662922,4256.404494382023,1736.9101123595506,0.4550561797752809,0.5842696629213483,0.42134831460674155,0.16292134831460675,0.24157303370786518,0.42134831460674155,0.7303370786516854,0.7528089887640449,0.3258426966292135,0.29775280898876405,0.06741573033707865,0.20224719101123595,No,0
PRV54923,79,57,17,30400,384.8101265822785,654.9414942739378,20.0,0.25316455696202533,12.0,12.0,8638.860759493671,2901.1392405063293,0.24050632911392406,0.5316455696202531,0.3670886075949367,0.25316455696202533,0.3924050632911392,0.3924050632911392,0.6455696202531646,0.7468354430379747,0.3670886075949367,0.34177215189873417,0.08860759493670886,0.189873417721519,No,0
PRV54924,173,144,46,279220,1613.9884393063585,4945.4153939249845,22948.0,132.64739884393063,12.0,11.919075144508671,4896.0115606936415,2135.1445086705203,0.4508670520231214,0.5838150289017341,0.4682080924855491,0.12716763005780346,0.2947976878612717,0.44508670520231214,0.7225433526011561,0.7109826589595376,0.3352601156069364,0.31213872832369943,0.07514450867052024,0.1676300578034682,No,0
PRV54925,122,97,24,478870,3925.1639344262294,8952.09234821223,40734.0,336.64462809917353,12.0,12.0,9155.327868852459,1913.9344262295083,0.39344262295081966,0.5819672131147541,0.4180327868852459,0.20491803278688525,0.319672131147541,0.4344262295081967,0.7540983606557377,0.8032786885245902,0.30327868852459017,0.3770491803278688,0.11475409836065574,0.22131147540983606,Yes,1
PRV54926,47,45,19,85620,1821.7021276595744,5247.6666943919145,8614.0,183.27659574468086,12.0,12.0,7774.04255319149,1767.4468085106382,0.3829787234042553,0.6382978723404256,0.3829787234042553,0.3404255319148936,0.3617021276595745,0.425531914893617,0.7872340425531915,0.7659574468085106,0.23404255319148937,0.3617021276595745,0.02127659574468085,0.10638297872340426,No,0
PRV54927,102,94,40,22600,221.5686274509804,447.3037931456135,50.0,0.49019607843137253,11.764705882352942,11.901960784313726,6429.901960784314,2635.294117647059,0.43137254901960786,0.5588235294117647,0.4411764705882353,0.16666666666666666,0.2647058823529412,0.4411764705882353,0.7058823529411765,0.7254901960784313,0.3137254901960784,0.38235294117647056,0.0784313725490196,0.2647058823529412,No,0
PRV54929,26,26,21,197630,7601.153846153846,10651.937786871673,16020.0,616.1538461538462,11.538461538461538,11.923076923076923,14892.692307692309,2890.0,0.5,0.7307692307692307,0.6538461538461539,0.19230769230769232,0.4230769230769231,0.6538461538461539,0.8076923076923077,0.8076923076923077,0.2692307692307692,0.15384615384615385,0.15384615384615385,0.38461538461538464,Yes,1
PRV54930,211,186,55,93570,443.45971563981044,1143.2309569760998,6320.0,29.95260663507109,11.943127962085308,11.966824644549764,4449.57345971564,2101.137440758294,0.3933649289099526,0.5829383886255924,0.4218009478672986,0.15639810426540285,0.2796208530805687,0.45023696682464454,0.7298578199052133,0.7772511848341233,0.2985781990521327,0.2938388625592417,0.07582938388625593,0.23696682464454977,No,0
PRV54931,52,50,35,248540,4779.615384615385,7899.387407754979,25632.0,492.9230769230769,12.0,12.0,10021.153846153846,2102.1153846153848,0.5,0.6538461538461539,0.5576923076923077,0.17307692307692307,0.46153846153846156,0.5384615384615384,0.8269230769230769,0.8269230769230769,0.4230769230769231,0.4230769230769231,0.11538461538461539,0.25,Yes,1
PRV54932,59,59,45,21160,358.64406779661016,689.3311541585165,170.0,2.9310344827586206,12.0,12.0,5552.203389830508,2133.5593220338983,0.423728813559322,0.6271186440677966,0.5254237288135594,0.2033898305084746,0.3559322033898305,0.5084745762711864,0.7796610169491526,0.847457627118644,0.423728813559322,0.3728813559322034,0.13559322033898305,0.23728813559322035,No,0
PRV54933,64,53,16,273200,4268.75,7983.236504035507,28966.0,467.19354838709677,12.0,11.8125,7763.90625,1711.875,0.5625,0.6875,0.578125,0.21875,0.359375,0.453125,0.796875,0.75,0.34375,0.328125,0.15625,0.265625,Yes,1
PRV54934,71,57,28,178930,2520.1408450704225,4991.303721175674,18306.0,261.51428571428573,12.0,12.0,8082.112676056338,1946.056338028169,0.39436619718309857,0.5915492957746479,0.4225352112676056,0.16901408450704225,0.2535211267605634,0.3380281690140845,0.7887323943661971,0.7887323943661971,0.2676056338028169,0.38028169014084506,0.16901408450704225,0.14084507042253522,No,0
PRV54935,89,77,32,23250,261.23595505617976,624.0389342179028,3524.0,39.59550561797753,11.865168539325843,12.0,5280.898876404494,1961.573033707865,0.2808988764044944,0.5955056179775281,0.3258426966292135,0.15730337078651685,0.19101123595505617,0.33707865168539325,0.6741573033707865,0.7528089887640449,0.2808988764044944,0.29213483146067415,0.12359550561797752,0.1348314606741573,No,0
PRV54936,221,209,55,1139730,5157.149321266968,8484.100558765094,130526.0,615.688679245283,12.0,11.936651583710407,10927.87330316742,2709.819004524887,0.45248868778280543,0.7104072398190046,0.5384615384615384,0.18552036199095023,0.4298642533936652,0.47058823529411764,0.7285067873303167,0.8642533936651584,0.2669683257918552,0.3167420814479638,0.20361990950226244,0.26244343891402716,Yes,1
PRV54937,36,36,26,36260,1007.2222222222222,2427.1330661162606,3274.0,90.94444444444444,11.666666666666666,12.0,2945.0,3331.1111111111113,0.3055555555555556,0.6388888888888888,0.5277777777777778,0.25,0.3055555555555556,0.25,0.7222222222222222,0.8611111111111112,0.5277777777777778,0.2777777777777778,0.08333333333333333,0.2777777777777778,No,0
PRV54938,86,86,57,25530,296.86046511627904,580.2236113124723,270.0,3.13953488372093,12.0,11.86046511627907,3368.6046511627906,2053.2558139534885,0.4069767441860465,0.5581395348837209,0.3953488372093023,0.1744186046511628,0.313953488372093,0.46511627906976744,0.7558139534883721,0.8255813953488372,0.313953488372093,0.3488372093023256,0.11627906976744186,0.13953488372093023,No,0
PRV54939,1380,1163,239,407800,295.5072463768116,600.8983756139401,3520.0,2.550724637681159,11.903623188405797,11.946376811594202,4265.45652173913,2296.521739130435,0.39565217391304347,0.5739130434782609,0.4108695652173913,0.15942028985507245,0.3173913043478261,0.42391304347826086,0.6978260869565217,0.755072463768116,0.3289855072463768,0.3101449275362319,0.1108695652173913,0.19130434782608696,Yes,1
PRV54941,18,18,11,4990,277.22222222222223,481.4048749179543,0.0,0.0,12.0,12.0,7521.111111111111,3066.6666666666665,0.5,0.5,0.2777777777777778,0.16666666666666666,0.2777777777777778,0.5,0.9444444444444444,0.8888888888888888,0.5,0.4444444444444444,0.1111111111111111,0.2222222222222222,No,0
PRV54942,130,119,58,365970,2815.153846153846,12262.831042216412,20832.0,161.48837209302326,12.0,11.946153846153846,7914.538461538462,1873.8461538461538,0.3923076923076923,0.6,0.4846153846153846,0.16923076923076924,0.3384615384615385,0.3923076923076923,0.6846153846153846,0.7307692307692307,0.3769230769230769,0.34615384615384615,0.15384615384615385,0.23076923076923078,Yes,1
PRV54943,23,21,15,23450,1019.5652173913044,3316.282801655094,2136.0,92.8695652173913,12.0,12.0,2941.7391304347825,1188.2608695652175,0.30434782608695654,0.5217391304347826,0.13043478260869565,0.13043478260869565,0.21739130434782608,0.34782608695652173,0.782608695652174,0.5652173913043478,0.391304347826087,0.5217391304347826,0.043478260869565216,0.08695652173913043,No,0
PRV54944,120,115,85,38620,321.8333333333333,627.6366011325603,310.0,2.5833333333333335,12.0,12.0,7096.333333333333,3146.5833333333335,0.35,0.5666666666666667,0.45,0.175,0.2833333333333333,0.4,0.6583333333333333,0.7166666666666667,0.35,0.2916666666666667,0.08333333333333333,0.20833333333333334,No,0
PRV54945,37,36,14,5950,160.8108108108108,212.89510169171186,100.0,2.7027027027027026,12.0,12.0,3716.7567567567567,1411.3513513513512,0.24324324324324326,0.40540540540540543,0.3783783783783784,0.2702702702702703,0.21621621621621623,0.2972972972972973,0.6216216216216216,0.6756756756756757,0.4864864864864865,0.32432432432432434,0.05405405405405406,0.08108108108108109,No,0
PRV54946,91,91,61,33740,370.7692307692308,723.1984985991526,120.0,1.3186813186813187,12.0,11.868131868131869,2690.879120879121,1718.6813186813188,0.4065934065934066,0.5824175824175825,0.38461538461538464,0.16483516483516483,0.24175824175824176,0.38461538461538464,0.5604395604395604,0.8131868131868132,0.27472527472527475,0.34065934065934067,0.0989010989010989,0.15384615384615385,No,0
PRV54947,26,24,15,7630,293.46153846153845,662.0328832176982,50.0,1.9230769230769231,11.961538461538462,12.0,2307.6923076923076,2443.846153846154,0.34615384615384615,0.5,0.3076923076923077,0.3076923076923077,0.2692307692307692,0.2692307692307692,0.46153846153846156,0.6538461538461539,0.3076923076923077,0.23076923076923078,0.038461538461538464,0.23076923076923078,No,0
PRV54949,412,375,138,525140,1274.611650485437,4183.611705784702,43780.0,106.78048780487805,11.970873786407767,11.902912621359222,6538.300970873786,2183.8106796116504,0.38106796116504854,0.6529126213592233,0.41504854368932037,0.12864077669902912,0.3155339805825243,0.441747572815534,0.7281553398058253,0.7402912621359223,0.33737864077669905,0.3131067961165049,0.11893203883495146,0.22572815533980584,No,0
PRV54950,18,18,14,75400,4188.888888888889,9316.73313666702,5430.0,301.6666666666667,12.0,11.333333333333334,7783.333333333333,1314.4444444444443,0.4444444444444444,0.6111111111111112,0.5,0.1111111111111111,0.5,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.3888888888888889,0.2222222222222222,0.3888888888888889,Yes,1
PRV54952,149,147,77,181650,1219.1275167785234,6677.619127099309,12058.0,81.47297297297297,11.919463087248323,11.95973154362416,6348.187919463087,2426.577181208054,0.5369127516778524,0.6174496644295302,0.5234899328859061,0.1476510067114094,0.3691275167785235,0.5100671140939598,0.7919463087248322,0.7986577181208053,0.33557046979865773,0.2684563758389262,0.1476510067114094,0.22818791946308725,Yes,1
PRV54953,102,84,34,28200,276.47058823529414,523.9693269286159,240.0,2.3529411764705883,11.882352941176471,12.0,8826.176470588236,2479.901960784314,0.49019607843137253,0.6666666666666666,0.37254901960784315,0.19607843137254902,0.35294117647058826,0.5098039215686274,0.7843137254901961,0.7745098039215687,0.43137254901960786,0.27450980392156865,0.12745098039215685,0.18627450980392157,No,0
PRV54954,71,71,47,18080,254.64788732394365,518.4367463440053,80.0,1.1267605633802817,12.0,11.971830985915492,5113.380281690141,1791.9718309859154,0.38028169014084506,0.6056338028169014,0.39436619718309857,0.23943661971830985,0.2676056338028169,0.2676056338028169,0.6619718309859155,0.7605633802816901,0.30985915492957744,0.22535211267605634,0.11267605633802817,0.1267605633802817,No,0
PRV54955,314,300,69,2134890,6799.012738853503,8975.575127113418,209488.0,686.8459016393442,11.92356687898089,11.964968152866241,14139.108280254777,2318.12101910828,0.44904458598726116,0.6656050955414012,0.6050955414012739,0.1942675159235669,0.4426751592356688,0.4554140127388535,0.7834394904458599,0.8184713375796179,0.321656050955414,0.3630573248407643,0.09872611464968153,0.27388535031847133,Yes,1
PRV54959,95,92,54,86510,910.6315789473684,2233.8145080643935,7696.0,81.01052631578948,11.873684210526315,11.873684210526315,7196.210526315789,3228.5263157894738,0.3473684210526316,0.5368421052631579,0.45263157894736844,0.09473684210526316,0.35789473684210527,0.4631578947368421,0.6736842105263158,0.7473684210526316,0.35789473684210527,0.37894736842105264,0.08421052631578947,0.14736842105263157,No,0
PRV54960,193,187,70,51400,266.32124352331607,500.32847586871605,60.0,0.31088082901554404,11.751295336787564,12.0,4277.150259067357,1833.937823834197,0.41968911917098445,0.5958549222797928,0.43523316062176165,0.11917098445595854,0.30569948186528495,0.43523316062176165,0.6994818652849741,0.7512953367875648,0.27979274611398963,0.32642487046632124,0.12435233160621761,0.18652849740932642,No,0
PRV54963,67,67,45,29770,444.32835820895525,1596.018933472222,1168.0,17.432835820895523,11.462686567164178,11.895522388059701,4354.925373134329,2045.3731343283582,0.3582089552238806,0.4626865671641791,0.3880597014925373,0.13432835820895522,0.2835820895522388,0.3582089552238806,0.6417910447761194,0.7014925373134329,0.208955223880597,0.26865671641791045,0.11940298507462686,0.16417910447761194,No,0
PRV54965,107,105,73,151480,1415.7009345794393,5726.749236292478,9812.0,91.70093457943925,12.0,12.0,4867.570093457944,2802.5233644859813,0.42990654205607476,0.5981308411214953,0.48598130841121495,0.1588785046728972,0.27102803738317754,0.40186915887850466,0.7476635514018691,0.822429906542056,0.2616822429906542,0.3177570093457944,0.06542056074766354,0.2336448598130841,No,0
PRV54966,1796,1289,10,502010,279.51559020044544,561.1471927236709,5980.0,3.329621380846325,11.900890868596882,11.971603563474387,4812.689309576837,2465.4064587973276,0.41870824053452116,0.6041202672605791,0.42706013363028955,0.155902004454343,0.32293986636971045,0.4393095768374165,0.7143652561247216,0.7811804008908686,0.3195991091314031,0.33797327394209353,0.09131403118040089,0.1915367483296214,Yes,1
PRV54967,51,51,25,21920,429.80392156862746,846.6486643137835,90.0,1.7647058823529411,12.0,11.882352941176471,3127.843137254902,2362.549019607843,0.29411764705882354,0.49019607843137253,0.4117647058823529,0.19607843137254902,0.3137254901960784,0.39215686274509803,0.7254901960784313,0.7647058823529411,0.3333333333333333,0.45098039215686275,0.058823529411764705,0.17647058823529413,No,0
PRV54968,49,41,24,127820,2608.5714285714284,8312.88532941481,10870.0,221.83673469387756,12.0,12.0,8162.244897959184,2742.6530612244896,0.5714285714285714,0.6530612244897959,0.5102040816326531,0.10204081632653061,0.40816326530612246,0.46938775510204084,0.673469387755102,0.7755102040816326,0.30612244897959184,0.24489795918367346,0.08163265306122448,0.30612244897959184,No,0
PRV54970,233,180,35,106170,455.6652360515021,1351.8989229209706,7288.0,31.278969957081546,11.948497854077253,11.935622317596566,3383.0901287553647,2465.536480686695,0.3133047210300429,0.5708154506437768,0.3562231759656652,0.13304721030042918,0.3648068669527897,0.3905579399141631,0.6652360515021459,0.7296137339055794,0.38197424892703863,0.2832618025751073,0.15021459227467812,0.1888412017167382,No,0
PRV54971,429,189,11,541030,1261.1421911421912,4158.175524475997,54330.0,127.23653395784544,11.972027972027972,11.944055944055943,5653.962703962704,1866.037296037296,0.4592074592074592,0.5920745920745921,0.43123543123543123,0.24242424242424243,0.29603729603729606,0.3706293706293706,0.6899766899766899,0.7319347319347319,0.32400932400932403,0.28438228438228436,0.08391608391608392,0.17482517482517482,No,0
PRV54972,62,56,31,16950,273.38709677419354,459.6718128931579,180.0,2.903225806451613,11.983870967741936,12.0,3330.8064516129034,2340.3225806451615,0.5,0.5645161290322581,0.3870967741935484,0.12903225806451613,0.3709677419354839,0.4032258064516129,0.6290322580645161,0.7258064516129032,0.41935483870967744,0.27419354838709675,0.0967741935483871,0.16129032258064516,No,0
PRV54973,129,123,70,68880,533.953488372093,1487.8877743532164,9872.0,76.52713178294573,11.906976744186046,11.953488372093023,3877.5968992248063,1942.3255813953488,0.35658914728682173,0.627906976744186,0.4108527131782946,0.10077519379844961,0.37209302325581395,0.4496124031007752,0.6976744186046512,0.7131782945736435,0.37209302325581395,0.3488372093023256,0.05426356589147287,0.14728682170542637,No,0
PRV54975,132,122,39,36460,276.2121212121212,609.797276166345,240.0,1.8181818181818181,12.0,11.909090909090908,5391.287878787879,2825.151515151515,0.38636363636363635,0.6590909090909091,0.5454545454545454,0.14393939393939395,0.42424242424242425,0.4166666666666667,0.7196969696969697,0.7575757575757576,0.4015151515151515,0.2803030303030303,0.09848484848484848,0.29545454545454547,No,0
PRV54976,55,53,23,19940,362.54545454545456,709.5257106030296,180.0,3.272727272727273,12.0,12.0,4381.272727272727,2265.6363636363635,0.2909090909090909,0.5636363636363636,0.38181818181818183,0.14545454545454545,0.36363636363636365,0.41818181818181815,0.6181818181818182,0.6545454545454545,0.4727272727272727,0.41818181818181815,0.05454545454545454,0.2,No,0
PRV54977,53,41,28,89140,1681.8867924528302,5197.177879389402,5340.0,100.75471698113208,12.0,12.0,7405.094339622641,3285.4716981132074,0.4339622641509434,0.7735849056603774,0.41509433962264153,0.22641509433962265,0.4528301886792453,0.5849056603773585,0.8113207547169812,0.8301886792452831,0.32075471698113206,0.3584905660377358,0.1320754716981132,0.24528301886792453,No,0
